Location_ID,LocationNumber,BranchID,AddressLine1,State,County,Latitude,Longitude
L_1521,1,B_1521,6658 Main St,TX,Cameron,33.6334,-99.7763
L_1522,3,B_1522,9366 Main St,TX,Harris,28.9559,-105.164
L_1523,2,B_1523,6277 Main St,TX,Travis,33.3576,-95.5339
L_1524,2,B_1524,2428 Main St,TX,McLennan,30.5551,-100.9373
L_1525,2,B_1525,7048 Main St,TX,Travis,28.6147,-95.275
L_1526,2,B_1526,9321 Main St,TX,Nueces,33.6285,-105.0743
L_1527,3,B_1527,384 Main St,TX,Cameron,26.646,-96.2075
L_1528,1,B_1528,3110 Main St,TX,Dallas,33.5828,-102.3148
L_1529,3,B_1529,3110 Main St,TX,Cameron,28.7544,-98.3388
L_1530,2,B_1530,2552 Main St,TX,McLennan,31.2874,-96.4207
L_1531,1,B_1531,1116 Main St,TX,Nueces,29.1685,-94.486
L_1532,2,B_1532,9344 Main St,TX,Harris,35.7763,-96.196
L_1533,1,B_1533,7376 Main St,TX,Travis,29.1975,-95.5773
L_1534,1,B_1534,6236 Main St,TX,Harris,35.19,-106.1332
L_1535,3,B_1535,5624 Main St,TX,Galveston,25.8853,-104.8069
L_1536,3,B_1536,482 Main St,TX,Cameron,35.8918,-97.7791
L_1537,3,B_1537,6660 Main St,TX,McLennan,28.6386,-104.6162
L_1538,3,B_1538,1806 Main St,TX,Travis,34.5084,-96.9904
L_1539,1,B_1539,7602 Main St,TX,Dallas,28.8238,-103.9987
L_1540,2,B_1540,708 Main St,TX,Dallas,35.1717,-94.1441
L_1541,1,B_1541,7172 Main St,TX,Dallas,34.9716,-96.7823
L_1542,2,B_1542,7673 Main St,TX,Nueces,,
L_1543,2,B_1543,489 Main St,TX,Dallas,26.5197,-99.2936
L_1544,3,B_1544,1199 Main St,TX,Travis,28.0315,-104.2667
L_1545,1,B_1545,5683 Main St,TX,Cameron,28.6149,-101.6182
L_1546,1,B_1546,1866 Main St,TX,Cameron,32.6235,-100.2565
L_1547,2,B_1547,2928 Main St,TX,Cameron,27.7267,-102.6687
L_1548,3,B_1548,733 Main St,TX,Nueces,28.9256,-100.2457
L_1549,2,B_1549,1014 Main St,TX,Galveston,29.9966,-101.9216
L_1550,2,B_1550,3494 Main St,TX,Dallas,30.9463,-105.3354
L_1551,3,B_1551,9668 Main St,TX,Cameron,,
L_1552,1,B_1552,3520 Main St,TX,Dallas,35.2256,-96.71
L_1553,1,B_1553,4242 Main St,TX,Nueces,36.1722,-102.3373
L_1554,3,B_1554,5168 Main St,TX,Dallas,32.8879,-105.0828
L_1555,2,B_1555,643 Main St,TX,Galveston,29.2123,-105.1127
L_1556,3,B_1556,7589 Main St,TX,Nueces,33.3416,-96.4648
L_1557,2,B_1557,7250 Main St,TX,Nueces,34.4105,-100.1918
L_1558,2,B_1558,9916 Main St,TX,McLennan,30.2084,-103.5233
L_1559,2,B_1559,7892 Main St,TX,Nueces,31.2301,-94.9435
L_1560,3,B_1560,2780 Main St,TX,Dallas,34.1763,-105.8035
L_1561,2,B_1561,1976 Main St,TX,Nueces,28.5992,-102.4392
L_1562,3,B_1562,6365 Main St,TX,Dallas,29.9877,-100.8104
L_1563,1,B_1563,3087 Main St,TX,Dallas,30.0659,-94.648
L_1564,1,B_1564,1310 Main St,TX,Cameron,33.5916,-102.1481
L_1565,1,B_1565,9131 Main St,TX,Nueces,29.1011,-101.2315
L_1566,1,B_1566,3272 Main St,TX,McLennan,31.9258,-104.4184
L_1567,1,B_1567,3993 Main St,TX,Dallas,28.0063,-98.4087
L_1568,3,B_1568,3888 Main St,TX,Cameron,32.3624,-102.2811
L_1569,2,B_1569,9736 Main St,TX,McLennan,32.2731,-106.339
L_1570,1,B_1570,1288 Main St,TX,McLennan,33.5278,-96.0884
L_1571,1,B_1571,9869 Main St,TX,Nueces,,
L_1572,2,B_1572,2681 Main St,TX,Harris,35.5608,-96.5544
L_1573,1,B_1573,9569 Main St,TX,Cameron,32.8078,-99.8057
L_1574,2,B_1574,6291 Main St,TX,Harris,27.9233,-104.5434
L_1575,2,B_1575,2503 Main St,TX,Dallas,31.532,-95.3376
L_1576,2,B_1576,1942 Main St,TX,Travis,28.2539,-96.1032
L_1577,3,B_1577,140 Main St,TX,Harris,29.3471,-103.7754
L_1578,3,B_1578,5624 Main St,TX,Cameron,35.8581,-106.1274
L_1579,3,B_1579,3775 Main St,TX,Nueces,,
L_1580,1,B_1580,507 Main St,TX,Cameron,26.897,-101.387
L_1581,2,B_1581,7970 Main St,TX,Nueces,27.4793,-102.6508
L_1582,2,B_1582,1493 Main St,TX,Harris,34.0648,-103.3603
L_1583,1,B_1583,2715 Main St,TX,Travis,28.7153,-104.9803
L_1584,3,B_1584,2939 Main St,TX,Galveston,32.8115,-104.8814
L_1585,2,B_1585,6946 Main St,TX,Dallas,33.7236,-103.063
L_1586,3,B_1586,790 Main St,TX,Cameron,,
L_1587,3,B_1587,1011 Main St,TX,Galveston,,
L_1588,1,B_1588,9262 Main St,TX,Galveston,33.9575,-101.1585
L_1589,1,B_1589,2163 Main St,TX,McLennan,25.9577,-95.7237
L_1590,2,B_1590,2480 Main St,TX,McLennan,32.2721,-104.6108
L_1591,1,B_1591,8470 Main St,TX,Dallas,33.6738,-96.2167
L_1592,3,B_1592,3920 Main St,TX,Travis,27.8788,-98.6654
L_1593,2,B_1593,7690 Main St,TX,McLennan,29.1404,-102.3592
L_1594,2,B_1594,7382 Main St,TX,Cameron,26.0507,-103.0099
L_1595,2,B_1595,4683 Main St,TX,Cameron,28.6277,-98.0057
L_1596,1,B_1596,3079 Main St,TX,Harris,28.9163,-105.3809
L_1597,1,B_1597,7538 Main St,TX,Cameron,31.8027,-100.2681
L_1598,1,B_1598,987 Main St,TX,Dallas,35.512,-99.615
L_1599,3,B_1599,5270 Main St,TX,Nueces,25.9842,-100.0888
L_1600,2,B_1600,4787 Main St,TX,Galveston,29.7883,-99.4398
L_1601,1,B_1601,9269 Main St,TX,Cameron,,
L_1602,1,B_1602,5410 Main St,TX,Dallas,28.1975,-93.825
L_1603,3,B_1603,8144 Main St,TX,Nueces,28.2836,-101.7553
L_1604,3,B_1604,8971 Main St,TX,Nueces,32.6782,-102.2451
L_1605,2,B_1605,8872 Main St,TX,McLennan,34.4636,-93.8168
L_1606,1,B_1606,7389 Main St,TX,Nueces,,
L_1607,3,B_1607,2828 Main St,TX,Travis,27.611,-95.2708
L_1608,1,B_1608,9070 Main St,TX,Nueces,28.4747,-104.7486
L_1609,3,B_1609,2480 Main St,TX,Nueces,30.8666,-97.1283
L_1610,2,B_1610,1118 Main St,TX,Galveston,28.287,-96.5469
L_1611,1,B_1611,6657 Main St,TX,Travis,28.4967,-102.5199
L_1612,3,B_1612,3270 Main St,TX,Dallas,29.4152,-104.627
L_1613,3,B_1613,2569 Main St,TX,Travis,29.2394,-99.1944
L_1614,1,B_1614,2701 Main St,TX,Travis,30.1499,-106.527
L_1615,2,B_1615,8595 Main St,TX,Dallas,33.1873,-96.709
L_1616,2,B_1616,522 Main St,TX,Galveston,31.6378,-102.4995
L_1617,2,B_1617,1396 Main St,TX,Cameron,29.2437,-97.3138
L_1618,2,B_1618,2842 Main St,TX,Nueces,34.9876,-93.5949
L_1619,3,B_1619,7004 Main St,TX,Travis,26.6713,-105.2239
L_1620,1,B_1620,9552 Main St,TX,Travis,33.282,-101.6785
L_1621,1,B_1621,9167 Main St,TX,Cameron,27.5344,-96.7993
L_1622,3,B_1622,968 Main St,TX,Dallas,27.5783,-100.8674
L_1623,2,B_1623,4869 Main St,TX,Harris,26.218,-101.0432
L_1624,1,B_1624,4338 Main St,TX,Cameron,34.3937,-100.2178
L_1625,2,B_1625,6915 Main St,TX,Travis,33.8142,-99.4332
L_1626,1,B_1626,6966 Main St,TX,McLennan,30.0736,-102.7126
L_1627,3,B_1627,6091 Main St,TX,Nueces,28.9482,-94.5222
L_1628,3,B_1628,8345 Main St,TX,Nueces,31.3905,-98.5422
L_1629,2,B_1629,9596 Main St,TX,Cameron,32.7574,-104.7461
L_1630,3,B_1630,5409 Main St,TX,Galveston,27.9877,-98.5566
L_1631,3,B_1631,2350 Main St,TX,Cameron,31.3574,-103.3088
L_1632,2,B_1632,4535 Main St,TX,Travis,30.7528,-94.3357
L_1633,1,B_1633,8145 Main St,TX,Dallas,35.7198,-97.1663
L_1634,1,B_1634,6790 Main St,TX,McLennan,34.9206,-104.8271
L_1635,3,B_1635,315 Main St,TX,Cameron,34.6747,-106.4713
L_1636,1,B_1636,9403 Main St,TX,Dallas,30.2544,-104.6304
L_1637,1,B_1637,6931 Main St,TX,Cameron,,
L_1638,2,B_1638,418 Main St,TX,Travis,36.2536,-102.5149
L_1639,1,B_1639,7089 Main St,TX,McLennan,27.8081,-97.508
L_1640,1,B_1640,4446 Main St,TX,Galveston,29.3421,-105.7995
L_1641,1,B_1641,7308 Main St,TX,Galveston,27.474,-102.0091
L_1642,1,B_1642,2649 Main St,TX,Cameron,28.2185,-98.3624
L_1643,1,B_1643,4311 Main St,TX,Galveston,28.738,-95.8481
L_1644,3,B_1644,5713 Main St,TX,Harris,32.0538,-102.5947
L_1645,2,B_1645,2998 Main St,TX,Dallas,32.4822,-101.3172
L_1646,1,B_1646,6027 Main St,TX,Travis,28.5258,-99.5127
L_1647,1,B_1647,7653 Main St,TX,McLennan,32.8552,-105.5851
L_1648,2,B_1648,3663 Main St,TX,Cameron,33.618,-102.9322
L_1649,3,B_1649,7522 Main St,TX,Cameron,26.8948,-96.1608
L_1650,2,B_1650,9113 Main St,TX,Nueces,33.9968,-102.2749
L_1651,2,B_1651,7731 Main St,TX,Nueces,32.1362,-102.9682
L_1652,1,B_1652,4205 Main St,TX,Dallas,34.4381,-95.1855
L_1653,3,B_1653,7788 Main St,TX,Travis,32.9529,-100.3984
L_1654,1,B_1654,8207 Main St,TX,Harris,34.182,-93.643
L_1655,2,B_1655,9069 Main St,TX,Travis,26.7773,-96.0761
L_1656,3,B_1656,8887 Main St,TX,Dallas,27.3675,-104.4409
L_1657,3,B_1657,4374 Main St,TX,Travis,35.1584,-102.3643
L_1658,2,B_1658,330 Main St,TX,Nueces,26.3584,-99.8967
L_1659,3,B_1659,7333 Main St,TX,Nueces,32.9138,-102.3151
L_1660,3,B_1660,159 Main St,TX,McLennan,31.154,-105.0634
L_1661,2,B_1661,4566 Main St,TX,Harris,29.8372,-101.5496
L_1662,2,B_1662,6925 Main St,TX,Nueces,29.1359,-99.762
L_1663,1,B_1663,5311 Main St,TX,McLennan,31.4783,-95.029
L_1664,3,B_1664,7940 Main St,TX,Harris,36.0224,-94.2141
L_1665,3,B_1665,7769 Main St,TX,Nueces,33.4114,-95.5976
L_1666,2,B_1666,7606 Main St,TX,Harris,31.044,-96.2646
L_1667,1,B_1667,966 Main St,TX,Travis,33.1334,-99.2914
L_1668,3,B_1668,7210 Main St,TX,McLennan,30.4589,-102.0388
L_1669,3,B_1669,1515 Main St,TX,Harris,,
L_1670,3,B_1670,2431 Main St,TX,Cameron,30.787,-97.8225
L_1671,3,B_1671,8520 Main St,TX,Harris,28.0874,-99.2667
L_1672,2,B_1672,8294 Main St,TX,Travis,36.4775,-94.2938
L_1673,1,B_1673,7534 Main St,TX,Nueces,27.7154,-96.8061
L_1674,2,B_1674,2609 Main St,TX,Nueces,,
L_1675,2,B_1675,9041 Main St,TX,Cameron,31.4282,-106.5264
L_1676,3,B_1676,5118 Main St,TX,Dallas,29.1212,-105.3672
L_1677,3,B_1677,2640 Main St,TX,Dallas,29.7469,-103.2757
L_1678,2,B_1678,6635 Main St,TX,Nueces,32.2925,-106.1608
L_1679,2,B_1679,8659 Main St,TX,Cameron,30.9225,-106.0247
L_1680,2,B_1680,1104 Main St,TX,Galveston,28.5075,-98.409
L_1681,2,B_1681,9909 Main St,TX,Galveston,34.6096,-95.2923
L_1682,2,B_1682,2333 Main St,TX,Cameron,36.4704,-98.3177
L_1683,2,B_1683,8499 Main St,TX,Harris,30.8659,-95.1383
L_1684,2,B_1684,2502 Main St,TX,Nueces,34.4395,-106.0997
L_1685,1,B_1685,6670 Main St,TX,Dallas,26.1086,-94.8851
L_1686,3,B_1686,1266 Main St,TX,Harris,33.6773,-95.191
L_1687,3,B_1687,6287 Main St,TX,McLennan,27.2086,-101.1036
L_1688,3,B_1688,4313 Main St,TX,Cameron,26.3997,-98.249
L_1689,3,B_1689,2058 Main St,TX,Cameron,,
L_1690,2,B_1690,7268 Main St,TX,Dallas,26.843,-99.4725
L_1691,3,B_1691,539 Main St,TX,Dallas,36.3224,-104.0562
L_1692,1,B_1692,121 Main St,TX,Dallas,32.3698,-106.3816
L_1693,1,B_1693,5696 Main St,TX,Cameron,34.8761,-102.4541
L_1694,2,B_1694,3309 Main St,TX,Galveston,35.4913,-98.9123
L_1695,2,B_1695,8172 Main St,TX,Travis,35.904,-99.8359
L_1696,1,B_1696,1321 Main St,TX,Travis,35.8638,-101.3184
L_1697,1,B_1697,8553 Main St,TX,Cameron,32.9652,-105.7491
L_1698,3,B_1698,7050 Main St,TX,Galveston,31.1663,-97.0507
L_1699,3,B_1699,645 Main St,TX,Nueces,,
L_1700,2,B_1700,5583 Main St,TX,Nueces,28.7481,-103.9972
L_1701,1,B_1701,6443 Main St,TX,Cameron,27.6508,-96.8165
L_1702,1,B_1702,6617 Main St,TX,Cameron,25.8345,-103.0137
L_1703,2,B_1703,8992 Main St,TX,Galveston,29.4535,-99.1569
L_1704,1,B_1704,8542 Main St,TX,Galveston,31.8582,-100.5346
L_1705,3,B_1705,273 Main St,TX,Nueces,,
L_1706,2,B_1706,3397 Main St,TX,Travis,26.769,-97.0429
L_1707,3,B_1707,1316 Main St,TX,Harris,32.1253,-93.9485
L_1708,3,B_1708,6676 Main St,TX,Galveston,34.2395,-103.7504
L_1709,2,B_1709,6293 Main St,TX,Harris,26.6696,-97.112
L_1710,1,B_1710,5107 Main St,TX,Harris,34.7592,-98.1856
L_1711,2,B_1711,7832 Main St,TX,McLennan,35.4458,-104.0968
L_1712,3,B_1712,9557 Main St,TX,Travis,33.8874,-104.8612
L_1713,1,B_1713,6124 Main St,TX,Cameron,,
L_1714,3,B_1714,1150 Main St,TX,Harris,27.7046,-104.7604
L_1715,1,B_1715,2464 Main St,TX,Cameron,28.2178,-104.134
L_1716,1,B_1716,7738 Main St,TX,Cameron,27.6951,-102.7364
L_1717,1,B_1717,9645 Main St,TX,Travis,33.2639,-103.1345
L_1718,3,B_1718,8680 Main St,TX,Travis,31.0418,-99.0191
L_1719,1,B_1719,3227 Main St,TX,McLennan,29.5328,-98.1921
L_1720,2,B_1720,2118 Main St,TX,Cameron,32.552,-95.7043
L_1721,1,B_1721,2954 Main St,TX,Nueces,,
L_1722,3,B_1722,4400 Main St,TX,Travis,34.7315,-101.5476
L_1723,3,B_1723,2287 Main St,TX,Harris,28.0541,-97.4013
L_1724,1,B_1724,9220 Main St,TX,Nueces,34.4767,-96.1688
L_1725,2,B_1725,6014 Main St,TX,Nueces,33.2863,-100.0007
L_1726,1,B_1726,4003 Main St,TX,Dallas,34.6795,-96.1947
L_1727,2,B_1727,6212 Main St,TX,Harris,,
L_1728,3,B_1728,4524 Main St,TX,Harris,28.5629,-100.4733
L_1729,2,B_1729,1463 Main St,TX,Travis,26.1365,-105.0896
L_1730,2,B_1730,6635 Main St,TX,Harris,27.7948,-104.7684
L_1731,3,B_1731,395 Main St,TX,Cameron,29.7834,-101.6494
L_1732,1,B_1732,1488 Main St,TX,Dallas,32.0958,-106.1566
L_1733,2,B_1733,9550 Main St,TX,Travis,33.3038,-98.3539
L_1734,1,B_1734,9994 Main St,TX,Galveston,25.8845,-101.0796
L_1735,1,B_1735,1502 Main St,TX,Harris,32.7323,-105.2873
L_1736,2,B_1736,9215 Main St,TX,Harris,29.0771,-100.4844
L_1737,2,B_1737,4387 Main St,TX,McLennan,27.7919,-106.3151
L_1738,3,B_1738,9212 Main St,TX,Galveston,30.684,-99.0549
L_1739,3,B_1739,423 Main St,TX,Galveston,30.0729,-95.6733
L_1740,1,B_1740,8657 Main St,TX,Cameron,29.7934,-102.1738
L_1741,1,B_1741,7308 Main St,TX,Dallas,33.0605,-102.6677
L_1742,2,B_1742,145 Main St,TX,Cameron,35.1885,-96.6024
L_1743,1,B_1743,2041 Main St,TX,Galveston,31.2245,-101.0851
L_1744,3,B_1744,7821 Main St,TX,Cameron,36.0076,-101.3502
L_1745,3,B_1745,119 Main St,TX,Cameron,,
L_1746,1,B_1746,8528 Main St,TX,McLennan,31.2806,-94.5172
L_1747,1,B_1747,6659 Main St,TX,Dallas,35.2866,-93.9554
L_1748,1,B_1748,8060 Main St,TX,Cameron,27.9235,-93.8612
L_1749,2,B_1749,1783 Main St,TX,Cameron,27.1898,-102.2358
L_1750,3,B_1750,6113 Main St,TX,Galveston,36.1825,-102.5485
L_1751,1,B_1751,2894 Main St,TX,Dallas,33.9943,-96.1005
L_1752,2,B_1752,745 Main St,TX,Galveston,27.5692,-106.589
L_1753,1,B_1753,7956 Main St,TX,Galveston,,
L_1754,1,B_1754,7756 Main St,TX,Cameron,29.0237,-105.5471
L_1755,3,B_1755,1795 Main St,TX,Nueces,27.9755,-105.4188
L_1756,1,B_1756,998 Main St,TX,Galveston,33.1264,-95.5217
L_1757,1,B_1757,7821 Main St,TX,Cameron,30.9076,-102.0843
L_1758,2,B_1758,4773 Main St,TX,Harris,33.1486,-97.446
L_1759,2,B_1759,1053 Main St,TX,Galveston,32.9523,-95.7094
L_1760,3,B_1760,4769 Main St,TX,Harris,33.9647,-105.3447
L_1761,3,B_1761,3804 Main St,TX,Travis,27.175,-96.6041
L_1762,3,B_1762,3785 Main St,TX,Nueces,,
L_1763,1,B_1763,7057 Main St,TX,McLennan,34.0739,-94.8359
L_1764,3,B_1764,9077 Main St,TX,Dallas,34.5718,-97.0321
L_1765,2,B_1765,9586 Main St,TX,Dallas,30.3431,-101.4406
L_1766,2,B_1766,6211 Main St,TX,Travis,26.5667,-100.2031
L_1767,2,B_1767,7352 Main St,TX,Galveston,32.0748,-103.6958
L_1768,3,B_1768,9882 Main St,TX,McLennan,32.3112,-96.5412
L_1769,2,B_1769,6314 Main St,TX,Travis,29.7497,-102.148
L_1770,3,B_1770,7522 Main St,TX,Travis,34.6086,-98.6016
L_1771,1,B_1771,2584 Main St,TX,Dallas,33.843,-94.6189
L_1772,1,B_1772,4911 Main St,TX,Harris,27.2775,-104.1376
L_1773,2,B_1773,6854 Main St,TX,Harris,30.4588,-102.1514
L_1774,2,B_1774,1463 Main St,TX,Galveston,30.3551,-102.867
L_1775,3,B_1775,979 Main St,TX,Galveston,34.5876,-106.1438
L_1776,3,B_1776,5466 Main St,TX,Cameron,30.3126,-104.4576
L_1777,3,B_1777,1203 Main St,TX,Cameron,34.7263,-100.5095
L_1778,1,B_1778,1600 Main St,TX,Travis,26.6843,-97.6125
L_1779,2,B_1779,673 Main St,TX,Galveston,,
L_1780,2,B_1780,9449 Main St,TX,Harris,34.398,-106.4399
L_1781,1,B_1781,108 Main St,TX,McLennan,29.2136,-99.0717
L_1782,3,B_1782,939 Main St,TX,Dallas,29.9087,-100.6435
L_1783,1,B_1783,7783 Main St,TX,Harris,36.0712,-101.3377
L_1784,1,B_1784,935 Main St,TX,Cameron,29.0416,-103.2117
L_1785,2,B_1785,1838 Main St,TX,Nueces,32.2589,-96.0883
L_1786,3,B_1786,8232 Main St,TX,Galveston,29.7892,-100.3965
L_1787,2,B_1787,9197 Main St,TX,Dallas,29.3852,-99.5912
L_1788,2,B_1788,6032 Main St,TX,Nueces,34.2048,-93.7524
L_1789,3,B_1789,560 Main St,TX,Dallas,31.4893,-101.5765
L_1790,1,B_1790,2993 Main St,TX,Travis,33.0195,-104.6299
L_1791,2,B_1791,293 Main St,TX,Galveston,35.7957,-98.869
L_1792,2,B_1792,6198 Main St,TX,Travis,27.9145,-95.9519
L_1793,1,B_1793,887 Main St,TX,Dallas,33.5856,-100.6396
L_1794,3,B_1794,2534 Main St,TX,Travis,26.3194,-102.9095
L_1795,3,B_1795,5801 Main St,TX,Galveston,,
L_1796,2,B_1796,4835 Main St,TX,Harris,29.728,-94.9519
L_1797,3,B_1797,9362 Main St,TX,McLennan,33.1443,-103.2945
L_1798,2,B_1798,7858 Main St,TX,Nueces,28.9687,-95.8689
L_1799,2,B_1799,2778 Main St,TX,Harris,27.7124,-101.9248
L_1800,3,B_1800,3862 Main St,TX,Dallas,25.9875,-102.3473
L_1801,1,B_1801,2977 Main St,TX,Harris,32.1748,-101.9201
L_1802,1,B_1802,636 Main St,TX,Travis,26.1918,-96.9233
L_1803,1,B_1803,1441 Main St,TX,Galveston,26.6993,-105.3611
L_1804,1,B_1804,295 Main St,TX,Harris,32.5722,-100.9526
L_1805,1,B_1805,2920 Main St,TX,Harris,36.1988,-97.5742
L_1806,2,B_1806,7811 Main St,TX,Galveston,34.6336,-95.6626
L_1807,3,B_1807,6071 Main St,TX,Travis,33.6398,-99.7414
L_1808,1,B_1808,9980 Main St,TX,McLennan,30.7051,-105.5974
L_1809,3,B_1809,7855 Main St,TX,Harris,27.3702,-93.8034
L_1810,2,B_1810,4507 Main St,TX,Nueces,35.2378,-101.5969
L_1811,2,B_1811,7648 Main St,TX,Dallas,36.2889,-105.5682
L_1812,2,B_1812,5568 Main St,TX,Cameron,33.8172,-101.0649
L_1813,1,B_1813,3869 Main St,TX,Travis,26.0395,-94.1503
L_1814,3,B_1814,9916 Main St,TX,Travis,28.5484,-98.0471
L_1815,1,B_1815,7018 Main St,TX,Harris,34.7543,-100.922
L_1816,2,B_1816,5364 Main St,TX,Nueces,,
L_1817,2,B_1817,9848 Main St,TX,Cameron,28.5924,-102.6281
L_1818,3,B_1818,7494 Main St,TX,Galveston,34.9404,-103.4068
L_1819,2,B_1819,5166 Main St,TX,Cameron,29.8043,-100.4048
L_1820,2,B_1820,4268 Main St,TX,Harris,30.4753,-96.816
L_1821,3,B_1821,2836 Main St,TX,Harris,28.7623,-97.8041
L_1822,1,B_1822,5777 Main St,TX,Galveston,35.5343,-97.7155
L_1823,3,B_1823,2579 Main St,TX,Dallas,28.7177,-101.2659
L_1824,2,B_1824,6384 Main St,TX,Galveston,,
L_1825,3,B_1825,4325 Main St,TX,Harris,27.1885,-103.1016
L_1826,1,B_1826,2815 Main St,TX,McLennan,32.2102,-93.8157
L_1827,2,B_1827,1020 Main St,TX,Galveston,28.1682,-106.3632
L_1828,1,B_1828,4708 Main St,TX,Dallas,29.2733,-105.7652
L_1829,1,B_1829,1466 Main St,TX,Galveston,33.4188,-95.7666
L_1830,1,B_1830,6726 Main St,TX,Galveston,32.5921,-102.2933
L_1831,3,B_1831,4756 Main St,TX,Travis,29.9627,-94.4187
L_1832,3,B_1832,1951 Main St,TX,Travis,25.9345,-102.1382
L_1833,3,B_1833,5821 Main St,TX,Harris,30.5549,-100.5485
L_1834,3,B_1834,3560 Main St,TX,Harris,28.0538,-97.4598
L_1835,1,B_1835,7322 Main St,TX,Cameron,28.5359,-106.1773
L_1836,1,B_1836,4879 Main St,TX,Galveston,36.1546,-98.3289
L_1837,3,B_1837,744 Main St,TX,McLennan,31.8062,-102.0766
L_1838,2,B_1838,6102 Main St,TX,Nueces,36.3381,-101.7636
L_1839,3,B_1839,1622 Main St,TX,Harris,29.1741,-97.764
L_1840,1,B_1840,3174 Main St,TX,Galveston,,
L_1841,1,B_1841,4005 Main St,TX,Galveston,27.5841,-101.9937
L_1842,2,B_1842,7613 Main St,TX,Nueces,36.4553,-106.2934
L_1843,3,B_1843,3864 Main St,TX,Galveston,31.7539,-100.1711
L_1844,3,B_1844,7376 Main St,TX,Nueces,35.6566,-104.8748
L_1845,2,B_1845,7042 Main St,TX,Nueces,34.8914,-105.3296
L_1846,1,B_1846,6579 Main St,TX,Cameron,36.4158,-99.1232
L_1847,2,B_1847,9495 Main St,TX,Galveston,27.5026,-96.4144
L_1848,1,B_1848,7428 Main St,TX,Cameron,30.0919,-101.2484
L_1849,3,B_1849,6314 Main St,TX,Galveston,30.2745,-98.7498
L_1850,1,B_1850,8842 Main St,TX,Travis,29.2176,-101.8424
L_1851,3,B_1851,1987 Main St,TX,Nueces,,
L_1852,2,B_1852,6272 Main St,TX,Dallas,35.2669,-94.0209
L_1853,2,B_1853,178 Main St,TX,Nueces,29.2002,-99.5833
L_1854,1,B_1854,8786 Main St,TX,Dallas,29.9963,-95.3464
L_1855,1,B_1855,5346 Main St,TX,Galveston,30.7639,-95.7776
L_1856,2,B_1856,5727 Main St,TX,Harris,35.6858,-104.2731
L_1857,1,B_1857,8233 Main St,TX,McLennan,28.886,-99.6221
L_1858,2,B_1858,1548 Main St,TX,Cameron,30.765,-104.3433
L_1859,3,B_1859,7600 Main St,TX,Galveston,29.9019,-98.0443
L_1860,1,B_1860,5034 Main St,TX,McLennan,36.2244,-101.2252
L_1861,3,B_1861,9909 Main St,TX,Travis,32.6097,-98.4927
L_1862,1,B_1862,860 Main St,TX,Dallas,27.2827,-98.479
L_1863,3,B_1863,6050 Main St,TX,Cameron,32.2154,-97.0089
L_1864,3,B_1864,8635 Main St,TX,Travis,35.9167,-102.3422
L_1865,3,B_1865,4986 Main St,TX,Harris,31.8916,-100.4179
L_1866,1,B_1866,6505 Main St,TX,Harris,,
L_1867,1,B_1867,8557 Main St,TX,Nueces,33.7497,-95.026
L_1868,2,B_1868,8441 Main St,TX,Cameron,31.707,-95.289
L_1869,2,B_1869,1391 Main St,TX,Cameron,27.5268,-101.7653
L_1870,3,B_1870,4606 Main St,TX,Cameron,27.6748,-94.3235
L_1871,1,B_1871,4570 Main St,TX,Galveston,29.2531,-102.7619
L_1872,2,B_1872,9737 Main St,TX,Nueces,28.015,-100.5585
L_1873,3,B_1873,671 Main St,TX,Harris,32.2548,-93.6348
L_1874,3,B_1874,8546 Main St,TX,Harris,36.209,-100.0472
L_1875,1,B_1875,1055 Main St,TX,Nueces,,
L_1876,1,B_1876,3564 Main St,TX,Travis,32.2629,-102.2605
L_1877,1,B_1877,5628 Main St,TX,McLennan,35.6457,-104.5136
L_1878,1,B_1878,8346 Main St,TX,Dallas,30.7457,-93.9916
L_1879,1,B_1879,6666 Main St,TX,Harris,,
L_1880,3,B_1880,2900 Main St,TX,Nueces,,
L_1881,1,B_1881,4740 Main St,TX,Harris,35.0776,-93.5585
L_1882,3,B_1882,839 Main St,TX,Travis,35.0252,-105.6782
L_1883,1,B_1883,5924 Main St,TX,Cameron,28.5823,-97.2207
L_1884,3,B_1884,7377 Main St,TX,Cameron,,
L_1885,3,B_1885,4285 Main St,TX,Dallas,34.1096,-98.1231
L_1886,3,B_1886,4450 Main St,TX,Cameron,26.0538,-100.3014
L_1887,1,B_1887,5518 Main St,TX,Cameron,28.9347,-101.381
L_1888,1,B_1888,539 Main St,TX,Travis,34.5988,-96.5292
L_1889,3,B_1889,9355 Main St,TX,McLennan,29.6881,-97.2122
L_1890,2,B_1890,9562 Main St,TX,Travis,31.2737,-98.0898
L_1891,3,B_1891,9239 Main St,TX,Dallas,30.3859,-104.9749
L_1892,1,B_1892,7255 Main St,TX,Cameron,,
L_1893,3,B_1893,3525 Main St,TX,Dallas,28.6087,-95.7895
L_1894,1,B_1894,3092 Main St,TX,Harris,26.9961,-104.3867
L_1895,2,B_1895,4334 Main St,TX,McLennan,30.218,-102.1482
L_1896,3,B_1896,6225 Main St,TX,Galveston,34.3124,-103.8479
L_1897,1,B_1897,4089 Main St,TX,Harris,,
L_1898,1,B_1898,5299 Main St,TX,Cameron,26.5925,-94.8205
L_1899,3,B_1899,2481 Main St,TX,Nueces,28.4186,-103.194
L_1900,3,B_1900,7331 Main St,TX,Travis,28.9596,-100.7748
L_1901,1,B_1901,9785 Main St,TX,Travis,34.2249,-97.4357
