ID,PolicyNumber,Status,CancellationReasonCode,CancellationDate,IsMostRecentModel,TotalPremium,CreateTime
B_1137,TXFB-101137,Draft,,,1,2665.73,2026-04-08
B_1138,TXFB-101138,Bound,,,1,2932.0,2026-04-05
B_1139,TXFB-101139,Bound,,,1,1735.69,2026-04-11
B_1140,TXFB-101140,Bound,,,1,2739.26,2026-04-08
B_1141,TXFB-101141,Canceled,INT_03,2026-04-17,1,1712.09,2026-04-13
B_1142,TXFB-101142,Bound,,,1,2535.05,2026-04-16
B_1143,TXFB-101143,Bound,,,1,2791.99,2026-04-05
B_1144,TXFB-101144,Bound,,,1,3475.78,2026-04-09
B_1145,TXFB-101145,Bound,,,1,1536.19,2026-04-14
B_1146,TXFB-101146,Draft,,,1,1733.12,2026-04-13
B_1147,TXFB-101147,Canceled,INT_04,2026-04-21,1,996.86,2026-04-15
B_1148,TXFB-101148,Bound,,,1,1112.22,2026-04-03
B_1149,TXFB-101149,Draft,,,1,2580.19,2026-04-03
B_1150,TXFB-101150,Draft,,,1,3251.14,2026-04-13
B_1151,TXFB-101151,Canceled,INT_04,2026-04-17,1,1683.81,2026-04-09
B_1152,TXFB-101152,Canceled,INT_05,2026-04-29,1,1039.53,2026-04-12
B_1153,TXFB-101153,Bound,,,0,1355.3,2026-04-15
B_1154,TXFB-101154,Bound,,,0,1865.16,2026-04-16
B_1155,TXFB-101155,Bound,,,1,1371.95,2026-04-11
B_1156,TXFB-101156,Canceled,INT_05,2026-04-24,0,1200.74,2026-04-01
B_1157,TXFB-101157,Bound,,,1,2707.95,2026-04-03
B_1158,TXFB-101158,Draft,,,1,523.53,2026-04-15
B_1159,TXFB-101159,Draft,,,1,2117.69,2026-04-12
B_1160,TXFB-101160,Bound,,,1,2881.3,2026-04-03
B_1161,TXFB-101161,Canceled,INT_01,2026-05-08,1,1298.68,2026-04-13
B_1162,TXFB-101162,Bound,,,1,2309.87,2026-04-07
B_1163,TXFB-101163,Bound,,,1,2506.7,2026-04-14
B_1164,TXFB-101164,Canceled,,2026-05-04,1,2465.07,2026-04-07
B_1165,TXFB-101165,Bound,,,1,1837.55,2026-04-16
B_1166,TXFB-101166,Canceled,INT_05,2026-04-30,1,1539.73,2026-04-09
B_1167,TXFB-101167,Canceled,,2026-05-06,1,3007.77,2026-04-11
B_1168,TXFB-101168,Bound,,,1,2775.34,2026-04-10
B_1169,TXFB-101169,Bound,,,0,1463.77,2026-04-11
B_1170,TXFB-101170,Bound,,,1,809.06,2026-04-05
B_1171,TXFB-101171,Bound,,,0,715.42,2026-04-16
B_1172,TXFB-101172,Withdrawn,,,1,782.83,2026-04-11
B_1173,TXFB-101173,Bound,,,0,2248.61,2026-04-02
B_1174,TXFB-101174,Bound,,,1,654.99,2026-04-02
B_1175,TXFB-101175,Bound,,,1,1510.78,2026-04-04
B_1176,TXFB-101176,Bound,,,1,2759.6,2026-04-15
B_1177,TXFB-101177,Canceled,INT_03,2026-04-06,1,1383.04,2026-04-01
B_1178,TXFB-101178,Bound,,,1,2789.92,2026-04-04
B_1179,TXFB-101179,Canceled,INT_05,2026-05-04,1,2736.4,2026-04-06
B_1180,TXFB-101180,Bound,,,1,1237.48,2026-04-15
B_1181,TXFB-101181,Withdrawn,,,1,2686.47,2026-04-15
B_1182,TXFB-101182,Bound,,,1,2743.33,2026-04-01
B_1183,TXFB-101183,Bound,,,1,1692.36,2026-04-14
B_1184,TXFB-101184,Draft,,,1,1131.26,2026-04-07
B_1185,TXFB-101185,Bound,,,0,2063.81,2026-04-05
B_1186,TXFB-101186,Draft,,,1,3264.19,2026-04-10
B_1187,TXFB-101187,Bound,,,1,2418.85,2026-04-06
B_1188,TXFB-101188,Bound,,,1,1018.77,2026-04-09
B_1189,TXFB-101189,Bound,,,1,2548.27,2026-04-03
B_1190,TXFB-101190,Canceled,INT_99,2026-05-02,1,1781.61,2026-04-12
B_1191,TXFB-101191,Bound,,,1,2274.59,2026-04-09
B_1192,TXFB-101192,Bound,,,1,2702.19,2026-04-03
B_1193,TXFB-101193,Bound,,,1,2044.84,2026-04-12
B_1194,TXFB-101194,Bound,,,1,2941.95,2026-04-06
B_1195,TXFB-101195,Bound,,,1,2666.47,2026-04-02
B_1196,TXFB-101196,Draft,,,1,2345.22,2026-04-13
B_1197,TXFB-101197,Withdrawn,,,1,952.38,2026-04-10
B_1198,TXFB-101198,Withdrawn,,,1,3007.85,2026-04-08
B_1199,TXFB-101199,Canceled,INT_07,2026-05-06,1,3307.72,2026-04-14
B_1200,TXFB-101200,Bound,,,0,910.9,2026-04-03
B_1201,TXFB-101201,Canceled,INT_02,2026-04-18,1,1964.72,2026-04-04
B_1202,TXFB-101202,Bound,,,1,1276.67,2026-04-01
B_1203,TXFB-101203,Bound,,,1,2763.57,2026-04-07
B_1204,TXFB-101204,Bound,,,1,2664.89,2026-04-16
B_1205,TXFB-101205,Bound,,,0,922.66,2026-04-03
B_1206,TXFB-101206,Canceled,,2026-05-01,1,3131.08,2026-04-05
B_1207,TXFB-101207,Bound,,,1,1042.92,2026-04-08
B_1208,TXFB-101208,Bound,,,1,2891.78,2026-04-15
B_1209,TXFB-101209,Bound,,,1,1870.94,2026-04-01
B_1210,TXFB-101210,Withdrawn,,,0,1484.82,2026-04-01
B_1211,TXFB-101211,Bound,,,1,974.72,2026-04-11
B_1212,TXFB-101212,Bound,,,1,1002.84,2026-04-04
B_1213,TXFB-101213,Bound,,,1,2485.67,2026-04-14
B_1214,TXFB-101214,Canceled,INT_03,2026-04-16,1,2151.29,2026-04-05
B_1215,TXFB-101215,Bound,,,1,866.26,2026-04-16
B_1216,TXFB-101216,Bound,,,1,838.09,2026-04-03
B_1217,TXFB-101217,Bound,,,1,716.93,2026-04-08
B_1218,TXFB-101218,Bound,,,1,2731.3,2026-04-13
B_1219,TXFB-101219,Bound,,,1,2635.65,2026-04-03
B_1220,TXFB-101220,Bound,,,1,675.29,2026-04-04
B_1221,TXFB-101221,Withdrawn,,,1,2180.81,2026-04-04
B_1222,TXFB-101222,Bound,,,1,754.03,2026-04-11
B_1223,TXFB-101223,Bound,,,1,3211.24,2026-04-12
B_1224,TXFB-101224,Draft,,,1,3221.35,2026-04-10
B_1225,TXFB-101225,Bound,,,1,2594.7,2026-04-05
B_1226,TXFB-101226,Bound,,,1,3278.57,2026-04-13
B_1227,TXFB-101227,Bound,,,1,2934.36,2026-04-05
B_1228,TXFB-101228,Bound,,,1,2985.62,2026-04-05
B_1229,TXFB-101229,Withdrawn,,,1,2209.12,2026-04-03
B_1230,TXFB-101230,Bound,,,1,1418.18,2026-04-01
B_1231,TXFB-101231,Draft,,,1,1153.4,2026-04-06
B_1232,TXFB-101232,Bound,,,1,1481.6,2026-04-15
B_1233,TXFB-101233,Bound,,,1,2385.49,2026-04-12
B_1234,TXFB-101234,Bound,,,1,1017.97,2026-04-07
B_1235,TXFB-101235,Bound,,,1,1275.92,2026-04-05
B_1236,TXFB-101236,Bound,,,1,1904.18,2026-04-14
B_1237,TXFB-101237,Draft,,,1,1199.15,2026-04-15
B_1238,TXFB-101238,Bound,,,1,2265.93,2026-04-07
B_1239,TXFB-101239,Withdrawn,,,1,3269.53,2026-04-03
B_1240,TXFB-101240,Bound,,,1,2744.27,2026-04-04
B_1241,TXFB-101241,Draft,,,1,2499.28,2026-04-05
B_1242,TXFB-101242,Canceled,INT_06,2026-04-19,0,2248.16,2026-04-04
B_1243,TXFB-101243,Canceled,INT_03,2026-04-29,1,1963.84,2026-04-13
B_1244,TXFB-101244,Canceled,INT_01,2026-05-10,1,1059.69,2026-04-12
B_1245,TXFB-101245,Canceled,INT_01,2026-05-08,1,3184.13,2026-04-14
B_1246,TXFB-101246,Bound,,,1,1245.61,2026-04-11
B_1247,TXFB-101247,Bound,,,1,773.93,2026-04-05
B_1248,TXFB-101248,Bound,,,1,2750.05,2026-04-08
B_1249,TXFB-101249,Draft,,,1,1026.85,2026-04-09
B_1250,TXFB-101250,Bound,,,0,1615.69,2026-04-03
B_1251,TXFB-101251,Canceled,INT_04,2026-04-13,1,584.85,2026-04-08
B_1252,TXFB-101252,Bound,,,1,911.2,2026-04-10
B_1253,TXFB-101253,Bound,,,1,1019.61,2026-04-01
B_1254,TXFB-101254,Bound,,,0,663.23,2026-04-10
B_1255,TXFB-101255,Bound,,,1,2469.97,2026-04-07
B_1256,TXFB-101256,Bound,,,1,3011.02,2026-04-07
B_1257,TXFB-101257,Bound,,,1,1619.95,2026-04-13
B_1258,TXFB-101258,Bound,,,1,3123.73,2026-04-10
B_1259,TXFB-101259,Bound,,,1,1140.04,2026-04-02
B_1260,TXFB-101260,Bound,,,1,1476.17,2026-04-08
B_1261,TXFB-101261,Bound,,,1,952.21,2026-04-16
B_1262,TXFB-101262,Canceled,INT_02,2026-04-22,1,2361.68,2026-04-13
B_1263,TXFB-101263,Bound,,,1,1759.61,2026-04-04
B_1264,TXFB-101264,Bound,,,1,2339.85,2026-04-08
B_1265,TXFB-101265,Bound,,,1,2785.02,2026-04-16
B_1266,TXFB-101266,Bound,,,1,2137.11,2026-04-03
B_1267,TXFB-101267,Bound,,,1,2382.89,2026-04-01
B_1268,TXFB-101268,Bound,,,0,3305.75,2026-04-12
B_1269,TXFB-101269,Bound,,,1,1397.19,2026-04-11
B_1270,TXFB-101270,Bound,,,1,1577.49,2026-04-05
B_1271,TXFB-101271,Bound,,,1,2653.11,2026-04-13
B_1272,TXFB-101272,Draft,,,1,2333.92,2026-04-14
B_1273,TXFB-101273,Canceled,INT_07,2026-04-18,0,1035.6,2026-04-12
B_1274,TXFB-101274,Bound,,,1,1628.44,2026-04-06
B_1275,TXFB-101275,Bound,,,1,1903.51,2026-04-16
B_1276,TXFB-101276,Bound,,,1,1758.17,2026-04-03
B_1277,TXFB-101277,Bound,,,1,1034.82,2026-04-01
B_1278,TXFB-101278,Withdrawn,,,1,3273.29,2026-04-03
B_1279,TXFB-101279,Bound,,,1,2786.96,2026-04-01
B_1280,TXFB-101280,Bound,,,1,1944.07,2026-04-09
B_1281,TXFB-101281,Bound,,,1,2540.18,2026-04-07
B_1282,TXFB-101282,Canceled,INT_03,2026-04-24,1,3191.85,2026-04-02
B_1283,TXFB-101283,Bound,,,1,908.52,2026-04-02
B_1284,TXFB-101284,Bound,,,1,1251.12,2026-04-13
B_1285,TXFB-101285,Bound,,,1,2128.1,2026-04-10
B_1286,TXFB-101286,Bound,,,1,2897.03,2026-04-14
B_1287,TXFB-101287,Bound,,,1,608.76,2026-04-14
B_1288,TXFB-101288,Bound,,,1,3452.05,2026-04-13
B_1289,TXFB-101289,Bound,,,1,1864.72,2026-04-03
B_1290,TXFB-101290,Bound,,,1,1577.69,2026-04-05
B_1291,TXFB-101291,Bound,,,1,1378.17,2026-04-09
B_1292,TXFB-101292,Bound,,,1,1023.07,2026-04-03
B_1293,TXFB-101293,Bound,,,1,2874.72,2026-04-10
B_1294,TXFB-101294,Bound,,,1,3366.24,2026-04-03
B_1295,TXFB-101295,Canceled,INT_04,2026-04-26,1,1740.93,2026-04-07
B_1296,TXFB-101296,Bound,,,1,3357.26,2026-04-05
B_1297,TXFB-101297,Bound,,,1,2971.39,2026-04-11
B_1298,TXFB-101298,Bound,,,0,1943.15,2026-04-13
B_1299,TXFB-101299,Bound,,,1,2522.08,2026-04-03
B_1300,TXFB-101300,Canceled,INT_03,2026-05-07,1,1804.95,2026-04-10
B_1301,TXFB-101301,Bound,,,1,2176.17,2026-04-14
B_1302,TXFB-101302,Draft,,,1,674.14,2026-04-08
B_1303,TXFB-101303,Bound,,,1,2588.79,2026-04-02
B_1304,TXFB-101304,Bound,,,1,658.47,2026-04-08
B_1305,TXFB-101305,Canceled,INT_01,2026-04-14,1,2951.25,2026-04-03
B_1306,TXFB-101306,Draft,,,1,2974.84,2026-04-14
B_1307,TXFB-101307,Canceled,INT_99,2026-04-30,1,1211.23,2026-04-04
B_1308,TXFB-101308,Canceled,INT_07,2026-04-25,1,1470.99,2026-04-15
B_1309,TXFB-101309,Bound,,,1,1943.93,2026-04-02
B_1310,TXFB-101310,Canceled,INT_04,2026-04-17,1,2289.99,2026-04-10
B_1311,TXFB-101311,Bound,,,1,1362.06,2026-04-06
B_1312,TXFB-101312,Draft,,,1,2277.46,2026-04-04
B_1313,TXFB-101313,Bound,,,1,1393.36,2026-04-01
B_1314,TXFB-101314,Canceled,INT_02,2026-04-08,1,666.47,2026-04-05
B_1315,TXFB-101315,Bound,,,1,507.58,2026-04-01
B_1316,TXFB-101316,Bound,,,1,803.45,2026-04-06
B_1317,TXFB-101317,Bound,,,1,2876.75,2026-04-16
B_1318,TXFB-101318,Canceled,INT_01,2026-04-26,1,3384.29,2026-04-12
B_1319,TXFB-101319,Bound,,,1,1780.9,2026-04-09
B_1320,TXFB-101320,Bound,,,0,2038.05,2026-04-06
B_1321,TXFB-101321,Bound,,,1,940.54,2026-04-12
B_1322,TXFB-101322,Bound,,,1,2153.09,2026-04-05
B_1323,TXFB-101323,Draft,,,1,933.96,2026-04-09
B_1324,TXFB-101324,Bound,,,1,2333.64,2026-04-04
B_1325,TXFB-101325,Withdrawn,,,0,3299.78,2026-04-01
B_1326,TXFB-101326,Bound,,,1,1087.1,2026-04-11
B_1327,TXFB-101327,Bound,,,1,2793.69,2026-04-14
B_1328,TXFB-101328,Canceled,INT_04,2026-04-21,1,570.51,2026-04-09
B_1329,TXFB-101329,Bound,,,1,1626.49,2026-04-03
B_1330,TXFB-101330,Bound,,,0,832.25,2026-04-09
B_1331,TXFB-101331,Bound,,,0,1557.43,2026-04-03
B_1332,TXFB-101332,Canceled,INT_99,2026-04-22,1,1020.61,2026-04-16
B_1333,TXFB-101333,Bound,,,1,1619.91,2026-04-15
B_1334,TXFB-101334,Withdrawn,,,1,1752.57,2026-04-12
B_1335,TXFB-101335,Withdrawn,,,1,1401.77,2026-04-02
B_1336,TXFB-101336,Bound,,,1,2469.87,2026-04-16
B_1337,TXFB-101337,Bound,,,1,3256.56,2026-04-06
B_1338,TXFB-101338,Bound,,,1,1701.79,2026-04-12
B_1339,TXFB-101339,Bound,,,1,1077.03,2026-04-06
B_1340,TXFB-101340,Bound,,,1,1312.17,2026-04-09
B_1341,TXFB-101341,Bound,,,1,3062.0,2026-04-04
B_1342,TXFB-101342,Bound,,,1,2214.92,2026-04-04
B_1343,TXFB-101343,Draft,,,1,1865.03,2026-04-08
B_1344,TXFB-101344,Canceled,INT_06,2026-04-14,1,948.91,2026-04-01
B_1345,TXFB-101345,Canceled,INT_04,2026-05-01,1,1849.18,2026-04-02
B_1346,TXFB-101346,Bound,,,0,1335.48,2026-04-01
B_1347,TXFB-101347,Bound,,,1,3329.49,2026-04-08
B_1348,TXFB-101348,Bound,,,1,3152.21,2026-04-02
B_1349,TXFB-101349,Withdrawn,,,1,751.71,2026-04-16
B_1350,TXFB-101350,Bound,,,1,2049.96,2026-04-12
B_1351,TXFB-101351,Draft,,,0,1175.18,2026-04-13
B_1352,TXFB-101352,Bound,,,1,1732.33,2026-04-05
B_1353,TXFB-101353,Bound,,,0,3130.54,2026-04-06
B_1354,TXFB-101354,Canceled,INT_04,2026-04-15,1,2082.54,2026-04-02
B_1355,TXFB-101355,Bound,,,1,1502.65,2026-04-14
B_1356,TXFB-101356,Draft,,,1,1123.67,2026-04-08
B_1357,TXFB-101357,Draft,,,1,2900.97,2026-04-11
B_1358,TXFB-101358,Bound,,,1,2373.55,2026-04-08
B_1359,TXFB-101359,Bound,,,1,1904.2,2026-04-14
B_1360,TXFB-101360,Bound,,,1,1152.45,2026-04-11
B_1361,TXFB-101361,Draft,,,0,1502.74,2026-04-09
B_1362,TXFB-101362,Bound,,,1,3379.53,2026-04-03
B_1363,TXFB-101363,Bound,,,1,2060.27,2026-04-12
B_1364,TXFB-101364,Bound,,,1,1702.1,2026-04-04
B_1365,TXFB-101365,Canceled,INT_05,2026-04-29,1,2064.27,2026-04-02
B_1366,TXFB-101366,Bound,,,1,2836.97,2026-04-06
B_1367,TXFB-101367,Canceled,INT_05,2026-05-07,1,1520.33,2026-04-08
B_1368,TXFB-101368,Draft,,,1,1036.12,2026-04-02
B_1369,TXFB-101369,Bound,,,1,2254.81,2026-04-13
B_1370,TXFB-101370,Bound,,,1,2495.61,2026-04-03
B_1371,TXFB-101371,Withdrawn,,,1,2638.15,2026-04-15
B_1372,TXFB-101372,Bound,,,1,3145.96,2026-04-10
B_1373,TXFB-101373,Draft,,,1,1613.52,2026-04-10
B_1374,TXFB-101374,Bound,,,1,726.06,2026-04-11
B_1375,TXFB-101375,Bound,,,1,3375.05,2026-04-03
B_1376,TXFB-101376,Draft,,,0,1805.04,2026-04-15
B_1377,TXFB-101377,Bound,,,1,2369.77,2026-04-01
B_1378,TXFB-101378,Bound,,,1,2498.92,2026-04-12
B_1379,TXFB-101379,Bound,,,1,2139.54,2026-04-07
B_1380,TXFB-101380,Bound,,,1,1115.77,2026-04-10
B_1381,TXFB-101381,Bound,,,1,2765.43,2026-04-10
B_1382,TXFB-101382,Bound,,,1,2911.26,2026-04-08
B_1383,TXFB-101383,Withdrawn,,,0,2158.93,2026-04-15
B_1384,TXFB-101384,Bound,,,1,1965.68,2026-04-12
B_1385,TXFB-101385,Bound,,,1,841.81,2026-04-16
B_1386,TXFB-101386,Bound,,,1,751.85,2026-04-07
B_1387,TXFB-101387,Canceled,INT_07,2026-04-27,1,1518.69,2026-04-08
B_1388,TXFB-101388,Bound,,,1,1432.54,2026-04-05
B_1389,TXFB-101389,Withdrawn,,,1,3360.97,2026-04-01
B_1390,TXFB-101390,Bound,,,1,2850.87,2026-04-14
B_1391,TXFB-101391,Bound,,,0,2479.77,2026-04-01
B_1392,TXFB-101392,Bound,,,1,2052.94,2026-04-08
B_1393,TXFB-101393,Bound,,,1,1002.1,2026-04-12
B_1394,TXFB-101394,Bound,,,1,3435.37,2026-04-01
B_1395,TXFB-101395,Bound,,,1,1625.12,2026-04-11
B_1396,TXFB-101396,Canceled,INT_06,2026-04-09,1,820.78,2026-04-01
B_1397,TXFB-101397,Bound,,,1,1981.4,2026-04-13
B_1398,TXFB-101398,Bound,,,1,3121.99,2026-04-10
B_1399,TXFB-101399,Bound,,,1,3161.87,2026-04-04
B_1400,TXFB-101400,Canceled,INT_02,2026-04-08,1,532.9,2026-04-07
B_1401,TXFB-101401,Bound,,,1,3158.89,2026-04-08
B_1402,TXFB-101402,Bound,,,1,1314.45,2026-04-14
B_1403,TXFB-101403,Bound,,,1,616.92,2026-04-16
B_1404,TXFB-101404,Canceled,INT_05,2026-04-03,1,3043.37,2026-04-02
B_1405,TXFB-101405,Bound,,,0,3091.6,2026-04-05
B_1406,TXFB-101406,Bound,,,1,2288.69,2026-04-09
B_1407,TXFB-101407,Canceled,INT_99,2026-05-03,1,2223.3,2026-04-03
B_1408,TXFB-101408,Canceled,INT_05,2026-04-20,1,2939.36,2026-04-02
B_1409,TXFB-101409,Bound,,,1,2858.93,2026-04-08
B_1410,TXFB-101410,Draft,,,1,3170.32,2026-04-14
B_1411,TXFB-101411,Bound,,,0,2158.24,2026-04-12
B_1412,TXFB-101412,Bound,,,1,3402.94,2026-04-15
B_1413,TXFB-101413,Bound,,,1,3488.44,2026-04-03
B_1414,TXFB-101414,Bound,,,1,849.63,2026-04-04
B_1415,TXFB-101415,Bound,,,1,3048.63,2026-04-05
B_1416,TXFB-101416,Draft,,,1,1999.47,2026-04-13
B_1417,TXFB-101417,Bound,,,1,1662.7,2026-04-03
B_1418,TXFB-101418,Bound,,,1,2339.22,2026-04-02
B_1419,TXFB-101419,Bound,,,1,667.9,2026-04-14
B_1420,TXFB-101420,Draft,,,1,2019.38,2026-04-05
B_1421,TXFB-101421,Bound,,,1,3112.67,2026-04-08
B_1422,TXFB-101422,Bound,,,1,1140.38,2026-04-10
B_1423,TXFB-101423,Bound,,,0,1779.17,2026-04-09
B_1424,TXFB-101424,Bound,,,1,3318.44,2026-04-11
B_1425,TXFB-101425,Withdrawn,,,1,1785.69,2026-04-13
B_1426,TXFB-101426,Withdrawn,,,1,1575.1,2026-04-11
B_1427,TXFB-101427,Bound,,,1,1821.61,2026-04-11
B_1428,TXFB-101428,Withdrawn,,,1,2058.36,2026-04-15
B_1429,TXFB-101429,Bound,,,1,2395.97,2026-04-09
B_1430,TXFB-101430,Draft,,,1,2902.08,2026-04-08
B_1431,TXFB-101431,Bound,,,1,1856.31,2026-04-03
B_1432,TXFB-101432,Bound,,,1,2952.44,2026-04-07
B_1433,TXFB-101433,Bound,,,1,2101.16,2026-04-05
B_1434,TXFB-101434,Bound,,,1,1515.44,2026-04-04
B_1435,TXFB-101435,Bound,,,1,2473.85,2026-04-05
B_1436,TXFB-101436,Bound,,,1,2653.17,2026-04-04
B_1437,TXFB-101437,Bound,,,1,2174.15,2026-04-06
B_1438,TXFB-101438,Canceled,,2026-05-06,1,669.84,2026-04-15
B_1439,TXFB-101439,Bound,,,1,1009.65,2026-04-15
B_1440,TXFB-101440,Bound,,,1,1355.89,2026-04-11
B_1441,TXFB-101441,Withdrawn,,,1,1347.88,2026-04-14
B_1442,TXFB-101442,Bound,,,0,2520.26,2026-04-04
B_1443,TXFB-101443,Bound,,,1,555.05,2026-04-12
B_1444,TXFB-101444,Bound,,,0,2767.05,2026-04-07
B_1445,TXFB-101445,Draft,,,1,1296.03,2026-04-15
B_1446,TXFB-101446,Bound,,,1,1430.07,2026-04-10
B_1447,TXFB-101447,Bound,,,1,2083.73,2026-04-15
B_1448,TXFB-101448,Canceled,INT_06,2026-04-29,1,1147.78,2026-04-09
B_1449,TXFB-101449,Draft,,,0,3153.41,2026-04-04
B_1450,TXFB-101450,Bound,,,1,756.11,2026-04-03
B_1451,TXFB-101451,Bound,,,1,1833.15,2026-04-06
B_1452,TXFB-101452,Bound,,,1,3048.27,2026-04-10
B_1453,TXFB-101453,Draft,,,1,2347.53,2026-04-02
B_1454,TXFB-101454,Bound,,,1,1376.99,2026-04-07
B_1455,TXFB-101455,Bound,,,1,1762.28,2026-04-11
B_1456,TXFB-101456,Draft,,,1,2620.08,2026-04-05
B_1457,TXFB-101457,Bound,,,1,3419.78,2026-04-03
B_1458,TXFB-101458,Bound,,,1,3179.42,2026-04-08
B_1459,TXFB-101459,Bound,,,0,1527.3,2026-04-12
B_1460,TXFB-101460,Bound,,,1,3494.59,2026-04-13
B_1461,TXFB-101461,Bound,,,1,510.51,2026-04-02
B_1462,TXFB-101462,Bound,,,1,582.89,2026-04-10
B_1463,TXFB-101463,Bound,,,1,2971.52,2026-04-09
B_1464,TXFB-101464,Bound,,,1,1098.39,2026-04-06
B_1465,TXFB-101465,Withdrawn,,,1,682.31,2026-04-01
B_1466,TXFB-101466,Bound,,,0,1211.44,2026-04-13
B_1467,TXFB-101467,Withdrawn,,,1,1778.3,2026-04-15
B_1468,TXFB-101468,Bound,,,0,2691.7,2026-04-08
B_1469,TXFB-101469,Draft,,,1,2373.01,2026-04-04
B_1470,TXFB-101470,Canceled,INT_06,2026-05-06,1,1212.86,2026-04-15
B_1471,TXFB-101471,Bound,,,1,2009.81,2026-04-04
B_1472,TXFB-101472,Canceled,INT_02,2026-04-13,1,3278.64,2026-04-05
B_1473,TXFB-101473,Draft,,,1,2945.02,2026-04-04
B_1474,TXFB-101474,Bound,,,1,1469.57,2026-04-01
B_1475,TXFB-101475,Bound,,,1,3446.79,2026-04-02
B_1476,TXFB-101476,Bound,,,1,2625.86,2026-04-08
B_1477,TXFB-101477,Canceled,INT_04,2026-05-05,1,687.35,2026-04-05
B_1478,TXFB-101478,Canceled,INT_07,2026-04-10,1,605.48,2026-04-07
B_1479,TXFB-101479,Canceled,,2026-04-28,1,1005.22,2026-04-13
B_1480,TXFB-101480,Bound,,,1,2683.57,2026-04-12
B_1481,TXFB-101481,Canceled,INT_04,2026-04-10,1,1051.22,2026-04-03
B_1482,TXFB-101482,Bound,,,1,2034.46,2026-04-09
B_1483,TXFB-101483,Bound,,,1,779.78,2026-04-03
B_1484,TXFB-101484,Bound,,,0,3262.66,2026-04-01
B_1485,TXFB-101485,Bound,,,1,1531.88,2026-04-03
B_1486,TXFB-101486,Bound,,,1,3224.4,2026-04-07
B_1487,TXFB-101487,Bound,,,1,3334.63,2026-04-15
B_1488,TXFB-101488,Bound,,,1,518.39,2026-04-05
B_1489,TXFB-101489,Bound,,,1,1892.41,2026-04-03
B_1490,TXFB-101490,Bound,,,1,573.97,2026-04-11
B_1491,TXFB-101491,Bound,,,1,3226.08,2026-04-04
B_1492,TXFB-101492,Bound,,,1,2055.22,2026-04-02
B_1493,TXFB-101493,Bound,,,1,724.83,2026-04-15
B_1494,TXFB-101494,Bound,,,1,830.83,2026-04-02
B_1495,TXFB-101495,Bound,,,1,1650.53,2026-04-06
B_1496,TXFB-101496,Bound,,,1,3320.7,2026-04-14
B_1497,TXFB-101497,Bound,,,1,2578.73,2026-04-13
B_1498,TXFB-101498,Bound,,,0,3102.86,2026-04-16
B_1499,TXFB-101499,Bound,,,1,1599.37,2026-04-01
B_1500,TXFB-101500,Draft,,,1,629.64,2026-04-13
B_1501,TXFB-101501,Bound,,,1,3422.95,2026-04-14
B_1502,TXFB-101502,Bound,,,0,551.52,2026-04-06
B_1503,TXFB-101503,Bound,,,1,3342.95,2026-04-12
B_1504,TXFB-101504,Bound,,,0,1606.03,2026-04-07
B_1505,TXFB-101505,Bound,,,0,530.27,2026-04-06
B_1506,TXFB-101506,Bound,,,1,2567.47,2026-04-09
B_1507,TXFB-101507,Bound,,,1,3441.62,2026-04-09
B_1508,TXFB-101508,Bound,,,1,3396.88,2026-04-15
B_1509,TXFB-101509,Bound,,,1,982.81,2026-04-05
B_1510,TXFB-101510,Canceled,INT_02,2026-04-11,1,1043.74,2026-04-02
B_1511,TXFB-101511,Canceled,INT_06,2026-05-01,0,2196.62,2026-04-08
B_1512,TXFB-101512,Canceled,INT_02,2026-05-08,1,2411.91,2026-04-10
B_1513,TXFB-101513,Withdrawn,,,1,2718.25,2026-04-16
B_1514,TXFB-101514,Bound,,,1,1043.15,2026-04-14
B_1515,TXFB-101515,Bound,,,1,3377.02,2026-04-16
B_1516,TXFB-101516,Bound,,,1,2416.22,2026-04-02
B_1517,TXFB-101517,Bound,,,1,3041.14,2026-04-03
B_1518,TXFB-101518,Draft,,,1,2120.2,2026-04-09
B_1519,TXFB-101519,Bound,,,1,1742.83,2026-04-13
B_1520,TXFB-101520,Draft,,,1,3431.55,2026-04-05
B_1521,TXFB-101521,Bound,,,1,2246.36,2026-04-14
B_1522,TXFB-101522,Draft,,,1,3100.62,2026-04-07
B_1523,TXFB-101523,Bound,,,1,3359.88,2026-04-08
B_1524,TXFB-101524,Bound,,,1,2526.06,2026-04-01
B_1525,TXFB-101525,Bound,,,0,2146.82,2026-04-13
B_1526,TXFB-101526,Bound,,,1,510.53,2026-04-12
B_1527,TXFB-101527,Bound,,,0,620.06,2026-04-16
B_1528,TXFB-101528,Bound,,,1,1102.55,2026-04-16
B_1529,TXFB-101529,Canceled,INT_05,2026-04-18,1,1058.03,2026-04-12
B_1530,TXFB-101530,Bound,,,1,1264.28,2026-04-11
B_1531,TXFB-101531,Bound,,,1,1414.8,2026-04-13
B_1532,TXFB-101532,Bound,,,1,1580.2,2026-04-09
B_1533,TXFB-101533,Canceled,INT_07,2026-04-08,1,1761.61,2026-04-06
B_1534,TXFB-101534,Bound,,,0,796.6,2026-04-01
B_1535,TXFB-101535,Bound,,,0,627.09,2026-04-11
B_1536,TXFB-101536,Bound,,,1,2521.83,2026-04-08
B_1537,TXFB-101537,Bound,,,1,2112.0,2026-04-01
B_1538,TXFB-101538,Bound,,,1,1832.43,2026-04-09
B_1539,TXFB-101539,Bound,,,1,2403.32,2026-04-02
